2025-10-07 20:43:33 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:44:39 | INFO     | core.database:get_all_products:80 | Listados 0 produtos (offset: 0, limit: 10)
2025-10-07 20:44:39 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:44:39 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:44:47 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:44:47 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 0, 'active_alerts': 0, 'products_with_history': 0, 'products_with_tags': 0, 'coverage_percentage': 0}
2025-10-07 20:44:47 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:44:47 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:44:47 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:44:47 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:44:47 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:45:40 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:45:40 | INFO     | __main__:initialize_session_state:118 | Session state inicializado
2025-10-07 20:45:40 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 0, 'active_alerts': 0, 'products_with_history': 0, 'products_with_tags': 0, 'coverage_percentage': 0}
2025-10-07 20:45:40 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:45:40 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:45:40 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:45:40 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:45:40 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:46:20 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:46:20 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 0, 'active_alerts': 0, 'products_with_history': 0, 'products_with_tags': 0, 'coverage_percentage': 0}
2025-10-07 20:46:20 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:46:20 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:46:20 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:46:20 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:46:20 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:46:20 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:46:21 | INFO     | core.ai_services:_initialize_model:46 | Cliente Gemini (google-genai) inicializado | key=****siKI | source=manual | model=gemini-2.5-flash
2025-10-07 20:46:21 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 0, 'active_alerts': 0, 'products_with_history': 0, 'products_with_tags': 0, 'coverage_percentage': 0}
2025-10-07 20:46:21 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:46:21 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:46:21 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:46:21 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:46:24 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:46:24 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 244
2025-10-07 20:46:24 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 2.608s | tokens=244
2025-10-07 20:46:24 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:46:33 | INFO     | core.database:get_all_products:80 | Listados 0 produtos (offset: 0, limit: 10)
2025-10-07 20:46:33 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:46:33 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:46:48 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: Geladeira Samsung
2025-10-07 20:46:48 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:46:52 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:46:52 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 881
2025-10-07 20:46:52 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 4.443s | tokens=881
2025-10-07 20:46:52 | INFO     | core.ai_services:search_products_with_gemini:160 | Busca por 'Geladeira Samsung' retornou 5 produtos
2025-10-07 20:46:52 | INFO     | core.logger:log_performance:245 | Performance - search_products | Duration: 4.444s | products_found=5
2025-10-07 20:46:52 | INFO     | core.database:get_all_products:80 | Listados 0 produtos (offset: 0, limit: 10)
2025-10-07 20:46:52 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:46:52 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:47:14 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: Geladeira Samsung
2025-10-07 20:47:14 | INFO     | core.utils:validate_product_name:91 | Nome de produto validado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:47:14 | INFO     | core.utils:validate_price:53 | Preço validado: R$ 8999.00
2025-10-07 20:47:14 | INFO     | core.logger:log_user_action:202 | Ação do usuário: price_validation - Preço validado: R$ 8999.00
2025-10-07 20:47:14 | WARNING  | core.database:get_product_by_name:70 | Produto não encontrado por nome: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:47:14 | ERROR    | __main__:add_product_to_monitoring:141 | Falha concurrente (tags/threshold) para 'Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox': NoSessionContext: 
2025-10-07 20:47:14 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:47:15 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:47:15 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 171
2025-10-07 20:47:15 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 0.813s | tokens=171
2025-10-07 20:47:15 | INFO     | core.ai_services:generate_tags_for_product:219 | Tags geradas para 'Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox': Geladeira, Samsung, French Door, Inverse, 582 Litros, Inox
2025-10-07 20:47:15 | INFO     | core.logger:log_performance:245 | Performance - generate_tags | Duration: 0.814s | tags_count=6
2025-10-07 20:47:15 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:47:15 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:47:15 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 162
2025-10-07 20:47:15 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 0.592s | tokens=162
2025-10-07 20:47:15 | INFO     | core.ai_services:suggest_alert_threshold:579 | Threshold sugerido para 'Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox': R$ 6999.00
2025-10-07 20:47:15 | INFO     | core.logger:log_performance:245 | Performance - suggest_threshold | Duration: 0.592s | threshold_value=6999.0
2025-10-07 20:47:15 | INFO     | core.database:create_product:40 | Produto criado com sucesso: ID 1, Nome: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:47:15 | INFO     | core.logger:log_database_operation:225 | DB INSERT em products (ID: 1) executado com sucesso
2025-10-07 20:47:15 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:47:15 | INFO     | core.database:update_price_history:201 | Novo preço adicionado: R$ 8999.0
2025-10-07 20:47:15 | INFO     | core.database:update_price_history:220 | Histórico de preços atualizado para produto ID 1
2025-10-07 20:47:15 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto adicionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:47:15 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:47:15 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 10)
2025-10-07 20:47:15 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:47:15 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:47:31 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: Geladeira Samsung
2025-10-07 20:47:31 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 10)
2025-10-07 20:47:31 | ERROR    | core.database:__exit__:437 | Transação revertida devido a erro: RerunData(page_script_hash='f435fd0c596e44f26a244de5d5ff40f5', context_info=timezone: "America/Sao_Paulo"
timezone_offset: 180
locale: "en-US"
url: "http://localhost:8502/Pesquisar_e_Adicionar_Produto"
is_embedded: false
color_scheme: "light"
)
2025-10-07 20:47:31 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 100)
2025-10-07 20:47:31 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto selecionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:47:31 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:47:31 | ERROR    | __main__:main:458 | Erro no dashboard: Instance <Product at 0x26bb943d810> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:48:25 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:48:25 | INFO     | __main__:initialize_session_state:118 | Session state inicializado
2025-10-07 20:48:25 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 1, 'active_alerts': 0, 'products_with_history': 1, 'products_with_tags': 1, 'coverage_percentage': 100.0}
2025-10-07 20:48:25 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:48:28 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 100)
2025-10-07 20:48:28 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto selecionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:48:28 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:48:28 | ERROR    | __main__:main:458 | Erro no dashboard: Instance <Product at 0x26bb95d0050> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:48:50 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 100)
2025-10-07 20:48:50 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:48:54 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 1, 'active_alerts': 0, 'products_with_history': 1, 'products_with_tags': 1, 'coverage_percentage': 100.0}
2025-10-07 20:48:54 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:48:54 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:48:54 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:48:54 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 100)
2025-10-07 20:48:54 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:48:54 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:48:54 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:48:54 | INFO     | __main__:main:457 | Página de alertas carregada com sucesso
2025-10-07 20:49:38 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 100)
2025-10-07 20:49:38 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:49:39 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 10)
2025-10-07 20:49:39 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:49:39 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:49:48 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: Geladeira
2025-10-07 20:49:48 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:49:52 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:49:52 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 866
2025-10-07 20:49:52 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 3.530s | tokens=866
2025-10-07 20:49:52 | INFO     | core.ai_services:search_products_with_gemini:160 | Busca por 'Geladeira' retornou 5 produtos
2025-10-07 20:49:52 | INFO     | core.logger:log_performance:245 | Performance - search_products | Duration: 3.531s | products_found=5
2025-10-07 20:49:52 | INFO     | core.database:get_all_products:80 | Listados 1 produtos (offset: 0, limit: 10)
2025-10-07 20:49:52 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:49:52 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:50:24 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: Geladeira
2025-10-07 20:50:24 | WARNING  | core.utils:validate_product_name:89 | Nome contém caracteres especiais: Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)
2025-10-07 20:50:24 | INFO     | core.utils:validate_product_name:91 | Nome de produto validado: Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)
2025-10-07 20:50:24 | INFO     | core.utils:validate_price:53 | Preço validado: R$ 2899.90
2025-10-07 20:50:24 | INFO     | core.logger:log_user_action:202 | Ação do usuário: price_validation - Preço validado: R$ 2899.90
2025-10-07 20:50:24 | WARNING  | core.database:get_product_by_name:70 | Produto não encontrado por nome: Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)
2025-10-07 20:50:24 | ERROR    | __main__:add_product_to_monitoring:141 | Falha concurrente (tags/threshold) para 'Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)': NoSessionContext: 
2025-10-07 20:50:24 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:50:26 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:50:26 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 174
2025-10-07 20:50:26 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 1.554s | tokens=174
2025-10-07 20:50:26 | INFO     | core.ai_services:generate_tags_for_product:219 | Tags geradas para 'Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)': Refrigerador, Electrolux, Frost Free, 310 Litros, Branco, DF35A, Geladeira
2025-10-07 20:50:26 | INFO     | core.logger:log_performance:245 | Performance - generate_tags | Duration: 1.554s | tags_count=7
2025-10-07 20:50:26 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:50:26 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:50:26 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 157
2025-10-07 20:50:26 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 0.587s | tokens=157
2025-10-07 20:50:26 | INFO     | core.ai_services:suggest_alert_threshold:579 | Threshold sugerido para 'Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)': R$ 2150.00
2025-10-07 20:50:26 | INFO     | core.logger:log_performance:245 | Performance - suggest_threshold | Duration: 0.588s | threshold_value=2150.0
2025-10-07 20:50:26 | INFO     | core.database:create_product:40 | Produto criado com sucesso: ID 2, Nome: Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)
2025-10-07 20:50:26 | INFO     | core.logger:log_database_operation:225 | DB INSERT em products (ID: 2) executado com sucesso
2025-10-07 20:50:26 | INFO     | core.database:get_product:55 | Produto encontrado: ID 2
2025-10-07 20:50:26 | INFO     | core.database:update_price_history:201 | Novo preço adicionado: R$ 2899.9
2025-10-07 20:50:26 | INFO     | core.database:update_price_history:220 | Histórico de preços atualizado para produto ID 2
2025-10-07 20:50:26 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto adicionado: Refrigerador Electrolux Frost Free 310 Litros Branco (DF35A)
2025-10-07 20:50:26 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:50:26 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:50:26 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:50:26 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:50:29 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:50:29 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:50:34 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:50:34 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:50:38 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:50:38 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produtos selecionados para comparação: 2
2025-10-07 20:50:38 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:50:38 | ERROR    | __main__:main:417 | Erro no comparador: Instance <Product at 0x26b9ef61b20> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:51:27 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:51:27 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produtos selecionados para comparação: 2
2025-10-07 20:51:27 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:51:27 | ERROR    | __main__:main:417 | Erro no comparador: Instance <Product at 0x26bba8f2a30> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:51:37 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:51:37 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produtos selecionados para comparação: 2
2025-10-07 20:51:37 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:51:37 | ERROR    | __main__:main:417 | Erro no comparador: Instance <Product at 0x26bba8f0d70> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:51:45 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:51:45 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produtos selecionados para comparação: 2
2025-10-07 20:51:45 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:51:45 | ERROR    | __main__:main:417 | Erro no comparador: Instance <Product at 0x26bba8f3390> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:51:53 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:51:53 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produtos selecionados para comparação: 2
2025-10-07 20:51:53 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:51:53 | ERROR    | __main__:main:417 | Erro no comparador: Instance <Product at 0x26bba8f0d70> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:52:14 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:52:14 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto selecionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:52:14 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:14 | ERROR    | __main__:main:458 | Erro no dashboard: Instance <Product at 0x26bba8f2a30> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:52:17 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:52:17 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto selecionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:52:17 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:17 | ERROR    | __main__:main:458 | Erro no dashboard: Instance <Product at 0x26bba8faa30> is not bound to a Session; attribute refresh operation cannot proceed (Background on this error at: https://sqlalche.me/e/20/bhk3)
2025-10-07 20:52:43 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:52:43 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto selecionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | ERROR    | core.ai_services:generate_product_summary:264 | Erro ao gerar resumo para 'Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox': Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:52:43 | INFO     | core.logger:log_performance:245 | Performance - generate_summary | Duration: 0.000s | success=False
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Resumo gerado para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | ERROR    | core.ai_services:summarize_reviews:331 | Erro ao analisar reviews para 'Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox': Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:52:43 | INFO     | core.logger:log_performance:245 | Performance - summarize_reviews | Duration: 0.000s | success=False
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Análise de reviews para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
